name,id,wikipedia_,gender,scale,length
Bolívar,"126149641",,Male,"-0.5",50.2331222536357
Almirante Guillermo Brown,"126302109",,Male,"-0.5",407.187047345191
General Hornos,"126306081",,Male,"-0.5",142.970138145492
Avenida General San Martín,"126454315",,Male,"-0.44",143.9246665088
Avenida General San Martín,"126454316",,Male,"-0.44",280.461704053745
Avenida General Paz,"126454322",,Male,"-0.39",515.540631108458
Alberti,"126553459",,Male,"-1.0",443.625870746525
Sargento Cabral,"126558213",,Male,"-0.5",57.0028242366071
O' Gorman,"126558221",,Male,"-0.5",340.363892378304
Don Bosco,"126729005",,Male,"-1.0",316.767674647087
Avenida Hipólito Yrigoyen,"126729008",,Male,"-0.5",15.0276660033978
Francisco Narciso de Laprida,"126834109",,Male,"-0.5",301.406673243907
Donovan,"127270694",,Male,"-0.5",155.055528034166
Julio Argentino Roca,"127679277",,Male,"-0.5",350.959328510045
Avenida Juan Bautista Justo,"128824027",,Male,"-0.99",148.621631145118
Avenida Juan Bautista Justo,"128824028",,Male,"-0.99",139.236834187294
Avenida Juan Bautista Justo,"128824029",,Male,"-0.99",133.161451644175
Avenida Juan Bautista Justo,"128824030",,Male,"-0.99",104.775008841966
Avenida Juan Bautista Justo,"128824031",,Male,"-0.99",149.000460767758
Avenida Juan Bautista Justo,"128824032",,Male,"-0.99",141.732052612823
Avenida Juan Bautista Justo,"128824034",,Male,"-0.99",134.458175537706
Avenida Juan Bautista Justo,"128824035",,Male,"-0.99",148.979911064498
Avenida Juan Bautista Justo,"128824036",,Male,"-0.99",88.2953942434065
Avenida Juan Bautista Justo,"128824037",,Male,"-0.99",163.604366622422
Avenida Juan Bautista Justo,"128824038",,Male,"-0.99",102.327196676449
Avenida Juan Bautista Justo,"128824039",,Male,"-0.99",109.550072529928
Avenida Juan Bautista Justo,"128824040",,Male,"-0.99",144.131138409965
Avenida Juan Bautista Justo,"128824041",,Male,"-0.99",142.812722054644
Avenida Raúl Scalabrini Ortiz,"128824043",,Male,"-0.5",46.0059648116022
Avenida Raúl Scalabrini Ortiz,"128824044",,Male,"-0.5",37.6844524647186
Avenida Roentgen,"128824045",,Male,"-0.5",33.9122382017839
Julián Álvarez,"128824051",,Male,"-0.5",39.0678495063426
Leopoldo Marechal,"128824052",,Male,"-0.5",273.620397170355
Avenida María Curie,"128824053",https://es.wikipedia.org/wiki/Marie_Curie,Female,"1.0",120.365311521905
Murillo,"128824054",,Male,"-0.5",8.63561477885999
Murillo,"128824055",,Male,"-0.5",115.216951804695
Avenida Germán Burmeister,"128824060",,Male,"-1.0",94.8667368172549
Avenida Lillo,"128824061",,Male,"-0.44",137.458059184315
Avenida Doctor Honorio Pueyrredón,"128828453",,Male,"-0.5",31.7703633258309
Avenida Doctor Honorio Pueyrredón,"128828454",,Male,"-0.5",126.421460120165
Avenida Doctor Honorio Pueyrredón,"128828455",,Male,"-0.5",74.9712305006289
Avenida Doctor Honorio Pueyrredón,"128828456",,Male,"-0.5",18.9147201058817
Avenida Doctor Honorio Pueyrredón,"128828460",,Male,"-0.5",74.9040760445011
Avenida Doctor Honorio Pueyrredón,"128828461",,Male,"-0.5",18.372376762846
Avenida Doctor Honorio Pueyrredón,"128828462",,Male,"-0.5",439.557647123146
Avenida Juan Bautista Justo,"128828463",,Male,"-0.99",20.5716456113957
Avenida Juan Bautista Justo,"128828464",,Male,"-0.99",141.546560496978
Avenida Juan Bautista Justo,"128828465",,Male,"-0.99",133.54512275947
Avenida Juan Bautista Justo,"128828466",,Male,"-0.99",128.694406560832
Avenida Juan Bautista Justo,"128828467",,Male,"-0.99",129.267996428592
Avenida Juan Bautista Justo,"128828468",,Male,"-0.99",20.4315512942512
Avenida Juan Bautista Justo,"128828469",,Male,"-0.99",131.71521835951
Avenida Juan Bautista Justo,"128828470",,Male,"-0.99",75.6244116598885
Avenida Juan Bautista Justo,"128828471",,Male,"-0.99",131.536902322336
Avenida Juan Bautista Justo,"128828472",,Male,"-0.99",129.257431409651
Avenida Juan Bautista Justo,"128828473",,Male,"-0.99",195.30683347949
Avenida Juan Bautista Justo,"128828474",,Male,"-0.99",186.925739903899
Avenida Juan Bautista Justo,"128828475",,Male,"-0.99",181.870250912508
Doctor Nicolás Repetto,"128828485",,Male,"-1.0",25.7814098645238
Coronel Antonio Susini,"128828486",,Male,"-0.5",42.3592177981777
Coronel Antonio Susini,"128828487",,Male,"-0.5",28.946865712151
Coronel Antonio Susini,"128828488",,Male,"-0.5",25.9508659145065
Doctor Nicolás Repetto,"128828491",,Male,"-1.0",229.161602486663
Doctor Nicolás Repetto,"128828492",,Male,"-1.0",79.1011571073254
Fitz Roy,"128828494",,Male,"-1.0",32.9674990119009
Fitz Roy,"128828495",,Male,"-1.0",41.1325850408594
General Manuel A. Rodríguez,"128828496",,Male,"-0.5",84.1101271222827
General Manuel A. Rodríguez,"128828497",,Male,"-0.5",347.944850162698
Humboldt,"128828500",,Male,"-0.5",165.466877931486
Humboldt,"128828501",,Male,"-0.5",18.1950339432425
Martínez Rosas,"128828502",,Male,"-0.49",167.574594381938
Martínez Rosas,"128828503",,Male,"-0.49",17.6222407502973
Avenida Jorge Newbery,"128829575",,Male,"-1.0",269.756117114802
Avenida Juan Bautista Justo,"128829577",,Male,"-0.99",145.324084007492
Avenida Juan Bautista Justo,"128829578",,Male,"-0.99",147.991728538294
Avenida San Martín,"128829579",,Male,"-0.5",100.420060950542
Avenida Donato Álvarez,"128829584",,Male,"-0.99",66.7027802872548
Nicasio Oroño,"128829587",,Male,"-1.0",365.702404956014
Avenida Juan Bautista Justo,"129239784",,Male,"-0.99",90.6968877601778
Virgen de Itatí,"129282354",https://es.wikipedia.org/wiki/Virgen_de_Itat%C3%AD,Female,"0.26",588.489364966356
Bouchard,"129282355",,Male,"-1.0",1085.98027599581
Martín Rivadavia,"129282356",,Male,"-0.5",1178.06703214963
Sáenz Valiente,"129282360",,Male,"-1.0",1379.58565424741
Comandante Espora,"129282361",,Male,"-0.5",1439.06950265816
Cacique Telomián Condie,"129282368",,Male,"-0.5",323.897256421386
Platón,"129282372",,Male,"-1.0",166.044008641785
Homero,"129282379",,Male,"-1.0",371.867518466204
Aristóteles,"129282383",,Male,"-1.0",631.255630525458
Sócrates,"129282384",,Male,"-0.5",511.665929474911
Julio A. Roca,"129282388",,Male,"-0.5",747.980548382274
Cacique Telomián Condie,"129282389",,Male,"-0.5",747.408613645801
José M. Sobral,"129282392",,Male,"-0.29",524.009705712463
Avenida Doctor Gilberto Elizalde,"129282393",,Male,"-0.5",521.713146085653
Blanco Encalada,"129282394",,Male,"-0.45",523.945006901703
Avenida Doctor G. Elizalde,"129282395",,Male,"-0.35",912.78761213245
Avenida Doctor Gilberto Elizalde,"129282404",,Male,"-0.5",613.225723001886
Avenida Emilio Castro,"129479120",,Male,"-0.5",111.458386496956
Alfredo Lorenzo Palacios,"129480972",,Male,"-1.0",128.712858314929
Almirante Guillermo Brown,"129480973",,Male,"-0.5",705.214070691522
Avenida General Paz,"129480974",,Male,"-0.39",565.063549697706
Avenida Monseñor Rodolfo Bufano,"129480979",,Male,"-0.5",343.437724740754
Coronel Domínguez,"129480982",,Male,"-0.5",25.7842431805518
Coronel Somellera,"129480985",,Male,"-0.5",1493.24263567445
Juan Pedro Esnaola,"129480990",,Male,"-0.5",827.046072920583
Manuel Quintana,"129480992",,Male,"-0.5",914.347352010215
Sáenz Peña,"129481000",,Male,"-1.0",158.576204269034
Vito Donato Sabia,"129481002",,Male,"-0.49",789.829957913863
Esteban de Luca,"129481006",,Male,"-0.5",178.68593714922
Avenida Monseñor Rodolfo Bufano,"129482692",,Male,"-0.5",294.279174511247
Avenida Monseñor Rodolfo Bufano,"129482695",,Male,"-0.5",453.950956567566
Doctor Eleodoro Lobos,"129787956",,Male,"-0.99",19.6262823636986
Pedro Bonifacio Palacios Almafuerte,"129958395",,Male,"-0.5",138.293899959996
Avenida Donato Álvarez,"129958396",,Male,"-0.99",3033.53420066502
Avenida Donato Álvarez,"129958397",,Male,"-0.99",548.794321400696
Avenida Hipólito Yrigoyen,"129958399",,Male,"-0.5",128.122008815121
Carlos Pellegrini,"129958400",,Male,"-0.99",350.168881107653
Ingeniero Torcuato Di Tella,"129958410",,Male,"-0.48",309.850055289321
Varela,"129964430",,Male,"-0.5",11.6268830913105
Agustín Álvarez,"129972629",,Male,"-1.0",17.3894365152504
Blas Parera,"129997995",,Male,"-0.5",238.541701833903
Avenida Elvira Rawson de Dellepiane,"130275386",https://es.wikipedia.org/wiki/Elvira_Rawson,Female,"1.0",234.083201477978
Avenida Doctor José María Ramos Mejía,"130277319",,Male,"-0.26",209.940402631752
Bernardo de Irigoyen,"130309967",,Male,"-0.5",659.281313798956
Carlos Calvo,"130309968",,Male,"-0.99",317.620094356596
Carlos Tejedor,"130309969",,Male,"-0.99",155.068474415303
Cornelio Saavedra,"130309970",,Male,"-0.5",163.052134176738
Estanislao del Campo,"130309971",,Male,"-0.49",1399.3858934634
Esteban Echeverría,"130309972",,Male,"-0.5",32.8722811485135
Gervasio Mendez,"130309973",,Male,"-0.5",328.384531911003
Julian Agüero,"130309975",,Male,"-0.49",657.626617247705
Leandro Alem,"130309976",,Male,"-1.0",321.655571255773
Natalio Querido,"130309978",,Male,"-0.5",331.485651354115
Sargento Baigorria,"130309979",,Male,"-0.5",388.17887607694
Sargento Baigorria,"130309980",,Male,"-0.5",384.065949752046
Gral. Simón Bolivar,"130309982",,Male,"-0.5",326.769339469634
Bernardo de Irigoyen,"130310697",,Male,"-0.5",1398.46777586302
Estanislao del Campo,"130310698",,Male,"-0.49",637.866726027091
Bolívar,"130345320",,Male,"-0.5",128.944343270241
Coronel Pringles,"130345324",,Male,"-1.0",310.509482698307
Matheu,"130345328",,Male,"-0.5",163.402898808004
Mariano Moreno,"130345329",,Male,"-0.5",518.137986631106
Avenida Doctor Honorio Pueyrredón,"130348858",,Male,"-0.5",55.2699290651666
Avenida Doctor Honorio Pueyrredón,"130348859",,Male,"-0.5",160.204128445393
Avenida Doctor Honorio Pueyrredón,"130348860",,Male,"-0.5",84.7396627422657
Avenida Doctor Honorio Pueyrredón,"130348861",,Male,"-0.5",111.145810113714
Avenida Doctor Honorio Pueyrredón,"130348862",,Male,"-0.5",161.228605858215
Avenida Doctor Honorio Pueyrredón,"130348863",,Male,"-0.5",279.486886549913
Avenida Doctor Honorio Pueyrredón,"130348864",,Male,"-0.5",6.08868495921954
Avenida Doctor Honorio Pueyrredón,"130348865",,Male,"-0.5",116.003060831927
Avenida Doctor Honorio Pueyrredón,"130348867",,Male,"-0.5",67.9515854984007
Avenida Díaz Vélez,"130348869",,Male,"-1.0",23.005804073673
Avenida Juan Bautista Justo,"130348870",,Male,"-0.99",226.563644348607
Avenida Juan Bautista Justo,"130348872",,Male,"-0.99",976.266791125171
Avenida San Martín,"130348873",,Male,"-0.5",41.9308980802608
Avenida Ángel Gallardo,"130348874",,Male,"-1.0",40.8363149718391
Coronel Apolinario Figueroa,"130348875",,Male,"-0.49",16.9380372870486
Avenida Medrano,"130351680",,Male,"-0.5",179.185056812524
Bartolomé Mitre,"130351683",,Male,"-0.5",141.629992256657
Bartolomé Mitre,"130351684",,Male,"-0.5",433.556652125152
Coronel Apolinario Figueroa,"130351685",,Male,"-0.49",4.3189237976974
Doctor Luis Belaustegui,"130351686",,Male,"-0.99",845.216226213059
General Manuel A. Rodríguez,"130351689",,Male,"-0.5",668.662348666979
Avenida Francisco Bilbao,"130504316",,Male,"-0.5",900.57050178694
Avenida Francisco Bilbao,"130504317",,Male,"-0.5",492.062490401021
Avenida Francisco Bilbao,"130504318",,Male,"-0.5",533.258885834366
Avenida Juan Bautista Alberdi,"130504319",,Male,"-0.99",444.014879487692
Avenida San Pedrito,"130504327",,Male,"-1.0",176.797106325305
Avenida San Pedrito,"130504328",,Male,"-1.0",141.573854391435
Avenida San Pedrito,"130504329",,Male,"-1.0",14.5928485536231
Avenida San Pedrito,"130504330",,Male,"-1.0",297.736455246273
Coronel Ramón Lorenzo Falcón,"130504334",,Male,"-0.5",468.849520305469
Emilio Lamarca,"130504336",,Male,"-0.5",150.184814085722
San Nicolás,"130504345",,Male,"-0.5",995.339346142545
Avenida Hipólito Yrigoyen,"130807691",,Male,"-0.5",157.26796932437
Hipólito Yrigoyen,"130807692",,Male,"-0.5",169.059982479474
Avenida Belgrano,"131270004",,Male,"-0.5",180.049247107876
Avenida Castro Barros,"131270005",,Male,"-0.5",105.706054919587
Avenida Coronel Juan Amadeo de Baldrich,"131270006",,Male,"-0.99",93.0969634462714
Doctor Gregorio Aráoz Alfaro,"131270020",,Male,"-0.5",127.748525842259
El Maestro,"131270021",,Male,"-0.39",130.282894220514
Gaspar Campos,"131270023",,Male,"-0.5",195.194763551667
Avenida Hipólito Yrigoyen,"131270024",,Male,"-0.5",143.45451960025
Avenida Hipólito Yrigoyen,"131270025",,Male,"-0.5",165.923370889218
Avenida Hipólito Yrigoyen,"131270026",,Male,"-0.5",159.593577352613
Avenida Hipólito Yrigoyen,"131270027",,Male,"-0.5",107.57767171529
Avenida Hipólito Yrigoyen,"131270028",,Male,"-0.5",187.465784797956
José Mármol,"131270029",,Male,"-0.3",1473.11975959674
Morse,"131270031",,Male,"-0.5",132.15731399806
Quintino Bocayuva,"131270033",,Male,"-0.5",131.315779801065
Quintino Bocayuva,"131270034",,Male,"-0.5",113.922306500404
Hipólito Yrigoyen,"131270047",,Male,"-0.5",10.5489964747815
Bartolomé Mitre,"131315602",,Male,"-0.5",222.808801397611
Avenida Hipólito Yrigoyen,"131317104",,Male,"-0.5",162.887729296258
San Martín,"131317398",,Male,"-0.5",125.680399014712
Avenida Díaz Vélez,"131318691",,Male,"-1.0",421.91525417148
Adolfo Alsina,"131354379",,Male,"-0.5",156.232720239302
Adolfo Alsina,"131354383",,Male,"-0.5",160.541983783701
Avenida Belgrano,"131354384",,Male,"-0.5",157.033064194366
Avenida Hipólito Yrigoyen,"131354400",,Male,"-0.5",168.20126106344
Avenida Hipólito Yrigoyen,"131354401",,Male,"-0.5",69.6302166242978
Avenida Hipólito Yrigoyen,"131354403",,Male,"-0.5",44.5565420557034
Avenida Hipólito Yrigoyen,"131354404",,Male,"-0.5",120.471377546491
Avenida Hipólito Yrigoyen,"131354405",,Male,"-0.5",158.325135602053
Avenida Hipólito Yrigoyen,"131354407",,Male,"-0.5",100.146183697795
Doctor Estanislao S. Zeballos,"132964389",,Male,"-0.96",116.825032739996
Belgrano,"133053014",,Male,"-0.5",275.232547606726
General Levalle,"133114568",,Male,"-0.5",595.726877415947
Sargento Cabral,"133114572",,Male,"-0.5",386.191748380656
Doctor A. Caviglia (Avell.) - Azul (Quil.),"133114770",,Male,"-0.29",618.497978929711
Almirante Cordero,"133114785",,Male,"-0.49",1922.40341926622
Coronel Manuel Rosetti,"133116795",,Male,"-1.0",722.003201810346
Virrey Del Pino,"133788052",,Male,"-0.35",261.485334741888
Coronel Santiago,"133919905",,Male,"-1.0",291.435741892066
Adolfo Alsina,"135234909",,Male,"-0.5",295.13183752477
Avenida Belgrano,"135234914",,Male,"-0.5",162.762311307406
Avenida Presidente Julio A. Roca,"135234920",,Male,"-0.5",17.5204584404574
Avenida Presidente Julio A. Roca,"135234921",,Male,"-0.5",17.2102973947604
Avenida Presidente Julio A. Roca,"135234922",,Male,"-0.5",55.9513283288687
Avenida Presidente Julio A. Roca,"135234923",,Male,"-0.5",60.6648198812733
Bernardo de Irigoyen,"135234924",,Male,"-0.5",514.109281492548
Bernardo de Irigoyen,"135234925",,Male,"-0.5",97.3872614041288
Bernardo de Irigoyen,"135234926",,Male,"-0.5",95.4347465646338
Moreno,"135234930",,Male,"-0.5",32.7672112030937
Moreno,"135234931",,Male,"-0.5",69.2383562929204
Moreno,"135234932",,Male,"-0.5",326.234803605772
San Lorenzo,"135234933",,Male,"-0.36",13.4412510376747
Martín Rodríguez,"135313744",,Male,"-0.5",382.884822390985
Avenida Francisco Beiró,"135480861",,Male,"-0.5",21.432786054038
Avenida Francisco Beiró,"135480862",,Male,"-0.5",132.47119683965
Antonio Carlos López,"135480864",,Male,"-0.5",352.480368987021
Mendoza,"135717660",,Male,"-0.3",636.492985303246
General Levalle,"135910550",,Male,"-0.5",790.388209655022
Moctezuma,"135973466",,Male,"-0.44",77.5984899698102
Avenida Belgrano,"136104164",,Male,"-0.5",14.5947861741293
Avenida Bernardo de Irigoyen,"136104165",,Male,"-0.5",49.3471851391744
Avenida Juan de Garay,"136104167",,Male,"-0.99",162.618928417542
Avenida Paseo Colón,"136104168",,Male,"-0.5",120.147931914204
Avenida Paseo Colón,"136104170",,Male,"-0.5",102.888057561999
Avenida Paseo Colón,"136104171",,Male,"-0.5",107.427838338506
Avenida Paseo Colón,"136104172",,Male,"-0.5",132.06580235865
Avenida Paseo Colón,"136104173",,Male,"-0.5",74.0571719439858
Avenida San Juan,"136104174",,Male,"-0.5",22.424189395956
Avenida San Juan,"136104175",,Male,"-0.5",35.9709393234182
Carlos Calvo,"136104179",,Male,"-0.99",64.7838758625053
Humberto I,"136104182",,Male,"-1.0",173.026771118828
Humberto I,"136104183",,Male,"-1.0",159.808618599304
Avenida Paseo Colón,"136104185",,Male,"-0.5",33.9463202243852
Avenida Paseo Colón,"136104186",,Male,"-0.5",70.7296331341519
Avenida Paseo Colón,"136104187",,Male,"-0.5",97.268920652954
Avenida Paseo Colón,"136104188",,Male,"-0.5",128.461071051592
Sargento Cabral,"136707732",,Male,"-0.5",228.040861831292
Avenida Monseñor Rodolfo Bufano,"136722479",,Male,"-0.5",276.765427726113
Avenida Monseñor Rodolfo Bufano,"136722480",,Male,"-0.5",119.702487862137
Avenida Monseñor Rodolfo Bufano,"136722481",,Male,"-0.5",607.282826528773
Avenida Monseñor Rodolfo Bufano,"136722482",,Male,"-0.5",605.380261637894
Norberto de la Riestra,"136722485",,Male,"-0.49",727.259421010094
Mendoza,"136778241",,Male,"-0.3",54.3032567344622
General Roca,"136790800",,Male,"-0.5",628.86328239938
José Luis Cabezas,"136791709",,Male,"-0.43",1643.46362888314
Patricio Enriquez,"136791710",,Male,"-1.0",43.5297290658945
General Álvarez,"136791711",,Male,"-0.5",832.695786783009
Pedro N. Arata,"136791897",,Male,"-0.5",144.16512110643
Avenida Juan de Garay,"136792885",,Male,"-0.99",52.9667095483483
Avenida Juan de Garay,"136792886",,Male,"-0.99",158.61298570687
Avenida Juan de Garay,"136792887",,Male,"-0.99",90.5390524145296
Avenida Juan de Garay,"136792888",,Male,"-0.99",74.2542548987227
Avenida Juan de Garay,"136792889",,Male,"-0.99",103.267130127841
Avenida Juan de Garay,"136792890",,Male,"-0.99",153.702509400505
Avenida Juan de Garay,"136792892",,Male,"-0.99",110.824405837855
Avenida Juan de Garay,"136792893",,Male,"-0.99",105.826133115958
Avenida San Juan,"136792894",,Male,"-0.5",95.2250459340206
Avenida San Juan,"136792895",,Male,"-0.5",43.3738340187515
Avenida San Juan,"136792896",,Male,"-0.5",633.015590302883
Filiberto,"136792907",,Male,"-0.5",195.352936255994
Presidente Luis Sáenz Peña,"136792910",,Male,"-0.5",145.945160932057
Presidente Luis Sáenz Peña,"136792911",,Male,"-0.5",104.028732806503
San José,"136792913",,Male,"-0.5",151.465481512887
San José,"136792914",,Male,"-0.5",302.091117783997
Solís,"136792915",,Male,"-0.5",67.4798537577571
Solís,"136792916",,Male,"-0.5",102.645768550478
Solís,"136792917",,Male,"-0.5",44.0753738575558
Solís,"136792918",,Male,"-0.5",205.150474401875
Solís,"136792919",,Male,"-0.5",398.40586970985
Teniente Manuel Silvestre Prudan,"136792921",,Male,"-0.5",173.401070647329
Castro Barros,"136793804",,Male,"-0.5",132.888894436399
Juan J. Rousseau,"137048434",,Male,"-0.99",146.999271474219
El Pampero,"137049745",,Male,"-0.39",148.643202884327
Andrés Lamas,"137050730",,Male,"-0.5",679.44351827283
Agustín De Vedia,"138268391",,Male,"-0.42",438.771316136643
Carlos M. Ramirez,"138268394",,Male,"-0.99",133.90881439632
Eduardo Colombo Leoni,"138268396",,Male,"-1.0",151.220971285352
Francisco Maderna,"138268397",,Male,"-0.5",98.2967600046509
Homero Manzi,"138268400",,Male,"-0.5",208.619209945932
Lugo,"138268403",,Male,"-1.0",140.157003355638
Tabaré,"138268405",,Male,"-0.5",94.7709990684915
Avenida Asamblea,"138630330",,Male,"-0.5",227.034361652927
Avenida Asamblea,"138630331",,Male,"-0.5",144.784016197205
Avenida Asamblea,"138630332",,Male,"-0.5",21.1696680523522
Avenida Asamblea,"138630333",,Male,"-0.5",160.745959472418
Avenida Asamblea,"138630334",,Male,"-0.5",45.9904554214193
Avenida Asamblea,"138630335",,Male,"-0.5",59.2645953237459
Avenida Asamblea,"138630336",,Male,"-0.5",145.027474870988
Avenida Carlos Calvo,"138630337",,Male,"-0.99",135.00562961851
Avenida Carlos Calvo,"138630338",,Male,"-0.99",306.709889060648
Avenida Pedro Goyena,"138630378",,Male,"-0.5",108.400803976932
Avenida Pedro Goyena,"138630379",,Male,"-0.5",99.7059546759551
Avenida Pedro Goyena,"138630381",,Male,"-0.5",316.75448818161
Avenida San Juan,"138630384",,Male,"-0.5",759.184372085941
Carlos Calvo,"138630390",,Male,"-0.99",35.0762953427304
Carlos Calvo,"138630391",,Male,"-0.99",150.648819120085
Castro,"138630393",,Male,"-0.5",145.075588070404
Castro,"138630394",,Male,"-0.5",523.178204992618
Estrada,"138630404",,Male,"-0.5",91.4037191831764
Estrada,"138630405",,Male,"-0.5",702.192440215583
José Bonifacio,"138630406",,Male,"-0.5",104.55440819127
José Bonifacio,"138630407",,Male,"-0.5",792.873413594711
José Mármol,"138630408",,Male,"-0.3",117.822883620541
José Mármol,"138630409",,Male,"-0.3",875.213354883911
Pereyra,"138630410",,Male,"-0.5",298.056946315718
San Ignacio,"138630416",,Male,"-0.35",175.715829328099
Estrada,"138633846",,Male,"-0.5",282.678570743674
Avenida Eduardo Madero,"139615569",,Male,"-1.0",128.77306242603
Avenida Eduardo Madero,"139615570",,Male,"-1.0",119.88209811728
Avenida Eduardo Madero,"139615571",,Male,"-1.0",100.313684392892
Avenida Eduardo Madero,"139615572",,Male,"-1.0",18.0413682400087
Lavalle,"139615573",,Male,"-0.46",119.690248746116
Avenida Alicia Moreau de Justo,"139633950",https://es.wikipedia.org/wiki/Alicia_Moreau_de_Justo,Female,"1.0",305.581231690707
Avenida Alicia Moreau de Justo,"139633951",https://es.wikipedia.org/wiki/Alicia_Moreau_de_Justo,Female,"1.0",132.650786719774
Avenida Alicia Moreau de Justo,"139633952",https://es.wikipedia.org/wiki/Alicia_Moreau_de_Justo,Female,"1.0",115.242720135492
Avenida Alicia Moreau de Justo,"139633953",https://es.wikipedia.org/wiki/Alicia_Moreau_de_Justo,Female,"1.0",30.4796224035469
Avenida Alicia Moreau de Justo,"139633954",https://es.wikipedia.org/wiki/Alicia_Moreau_de_Justo,Female,"1.0",234.609611592007
Avenida Alicia Moreau de Justo,"139633955",https://es.wikipedia.org/wiki/Alicia_Moreau_de_Justo,Female,"1.0",131.300810214765
Avenida Juan de Garay,"139633974",,Male,"-0.99",69.5180279258559
Avenida Paseo Colón,"139633975",,Male,"-0.5",211.446836419029
Humberto I,"139633979",,Male,"-1.0",89.4364258857988
Pedro Zonza Briano,"139633982",,Male,"-1.0",167.65456372726
Petrona Eyle,"139633983",https://es.wikipedia.org/wiki/Petrona_Eyle,Female,"0.99",84.0424111070447
Rosario Vera Peñaloza,"139633985",https://es.wikipedia.org/wiki/Rosario_Vera_Pe%C3%B1aloza,Female,"0.91",54.5363373534556
Rosario Vera Peñaloza,"139633987",https://es.wikipedia.org/wiki/Rosario_Vera_Pe%C3%B1aloza,Female,"0.91",138.190013514127
Rosario Vera Peñaloza,"139633988",https://es.wikipedia.org/wiki/Rosario_Vera_Pe%C3%B1aloza,Female,"0.91",55.2167554397552
Boulevard Rosario Vera Peñaloza,"139633990",https://es.wikipedia.org/wiki/Rosario_Vera_Pe%C3%B1aloza,Female,"0.91",401.454032910553
Carlos Calvo,"139634017",,Male,"-0.99",80.566266881633
Avenida Alicia Moreau de Justo,"139689687",https://es.wikipedia.org/wiki/Alicia_Moreau_de_Justo,Female,"1.0",47.4145297072788
Avenida Alicia Moreau de Justo,"139689689",https://es.wikipedia.org/wiki/Alicia_Moreau_de_Justo,Female,"1.0",21.4837190250323
Avenida Alicia Moreau de Justo,"139689693",https://es.wikipedia.org/wiki/Alicia_Moreau_de_Justo,Female,"1.0",45.1788558204723
Avenida Alicia Moreau de Justo,"139689694",https://es.wikipedia.org/wiki/Alicia_Moreau_de_Justo,Female,"1.0",42.6036549536773
Avenida Alicia Moreau de Justo,"139689696",https://es.wikipedia.org/wiki/Alicia_Moreau_de_Justo,Female,"1.0",120.881280994506
Cecilia Grierson,"139689701",https://es.wikipedia.org/wiki/Cecilia_Grierson,Female,"1.0",10.7660690855649
Cecilia Grierson,"139689703",https://es.wikipedia.org/wiki/Cecilia_Grierson,Female,"1.0",15.4315585603967
Cecilia Grierson,"139689705",https://es.wikipedia.org/wiki/Cecilia_Grierson,Female,"1.0",66.151301208029
Cecilia Grierson,"139689708",https://es.wikipedia.org/wiki/Cecilia_Grierson,Female,"1.0",111.67458625778
Cecilia Grierson,"139689711",https://es.wikipedia.org/wiki/Cecilia_Grierson,Female,"1.0",207.714134497185
Cecilia Grierson,"139689712",https://es.wikipedia.org/wiki/Cecilia_Grierson,Female,"1.0",87.0902057890492
Juana Manso,"139689720",https://es.wikipedia.org/wiki/Juana_Manso,Female,"1.0",107.352543283324
Juana Manso,"139689721",https://es.wikipedia.org/wiki/Juana_Manso,Female,"1.0",319.089461798064
Mariquita Sánchez de Thompson,"139689725",https://es.wikipedia.org/wiki/Mar%C3%ADa_S%C3%A1nchez_de_Thompson,Female,"0.84",48.5697580536143
Juana Manso,"139689728",https://es.wikipedia.org/wiki/Juana_Manso,Female,"1.0",15.6408931846322
Pierina Dealessi,"139689736",https://es.wikipedia.org/wiki/Pierina_Dealessi,Female,"0.5",91.1463376822774
Rómulo Naón,"139717638",,Male,"-0.5",95.5982284194603
Avenida Monroe,"139717640",,Male,"-0.45",147.00200984827
Avenida Monroe,"139717641",,Male,"-0.45",138.325785187886
Avenida Monroe,"139717642",,Male,"-0.45",86.1293336214415
Blanco Encalada,"139717646",,Male,"-0.45",467.42623972374
Blanco Encalada,"139717647",,Male,"-0.45",220.998637496332
Avenida Monroe,"139723107",,Male,"-0.45",136.211929738359
Avenida Monroe,"139723109",,Male,"-0.45",140.717009224268
Blanco Encalada,"139723113",,Male,"-0.45",1877.98811166746
Capitán General Ramón Freire,"139723120",,Male,"-0.5",131.637044178219
Washington,"139723131",,Male,"-0.5",17.1556397954973
Doctor Pedro Ignacio Rivera,"139808003",,Male,"-0.5",20.4596320380399
Doctor Pedro Ignacio Rivera,"139808004",,Male,"-0.5",400.862524386908
José Pascual Tamborini,"139808005",,Male,"-0.32",417.243563065133
General Ferré,"139833895",,Male,"-0.5",1053.83821630188
Avenida Manuel Ricardo Trelles,"139944242",,Male,"-0.5",4.9270358372765
John William Cooke,"140182569",,Male,"-0.99",169.278754967115
Coronel Martiniano Chilavert,"140182570",,Male,"-1.0",790.088793426774
Oliden,"140183490",,Male,"-0.5",306.171451021331
Remedios de Escalada de San Martin,"140185637",https://es.wikipedia.org/wiki/Mar%C3%ADa_de_los_Remedios_de_Escalada,Female,"0.49",9.23970744668386
Manuela Pedraza,"140254598",https://es.wikipedia.org/wiki/Manuela_Pedraza,Female,"1.0",1370.46456607045
Bajo Vías Bernal,"140308933",,Male,"-0.25",173.878469458565
José Pablo Torcuato Batlle y Ordóñez,"141011805",,Male,"-0.4",221.887359525122
