name,id,wikipedia_,gender,scale,length
Teodoro Sánchez de Bustamante,"28787876",,Male,"-0.5",246.221039756143
Boulevard Presidente Raul Alfonsin,"28787896",,Male,"-0.5",397.451542133062
Boulevard Presidente Raul Alfonsin,"28787897",,Male,"-0.5",389.516796479007
Doctor José Gálvez,"28787900",,Male,"-0.33",563.696621946902
Avenida General San Martín,"28788045",,Male,"-0.44",244.835996349535
Avenida General San Martín,"28788047",,Male,"-0.44",15.1240431268465
Martín Ugarte,"28788052",,Male,"-0.5",326.532395688486
Manuel Baldomero Ugarte,"28788062",,Male,"-0.5",19.0340965640964
Avenida General San Martín,"28788065",,Male,"-0.44",257.564181839201
Avenida General San Martín,"28788066",,Male,"-0.44",113.363324386855
Avenida General San Martín,"28788068",,Male,"-0.44",117.223874966189
Vicente Damonte,"28789711",,Male,"-1.0",1074.93612627474
Moises Lebenson,"28789748",,Male,"-0.5",120.959930438178
Vicente López y Planes,"28789759",,Male,"-1.0",281.102855127378
Coronel Lacarra,"28789776",,Male,"-0.5",161.195062527365
Eva Perón,"28790008",https://es.wikipedia.org/wiki/Eva_Per%C3%B3n,Female,"1.0",494.269142840394
Gascon,"28790066",,Male,"-0.5",150.35952310334
General Madariaga,"28790071",,Male,"-0.5",14.955455410701
General Madariaga,"28797532",,Male,"-0.5",80.5700738807873
General Madariaga,"28797534",,Male,"-0.5",83.3350994613998
General Madariaga,"28797549",,Male,"-0.5",122.335357021674
Presidente Raul Alfonsín,"28797605",,Male,"-1.0",352.217082665247
Teniente Coronel Magán,"28797636",,Male,"-0.5",223.529244281199
Coronel Burela,"28797643",,Male,"-0.5",418.800905944542
Presidente Arturo Umberto Illia,"28797685",,Male,"-0.5",200.95738552363
Presidente Arturo Umberto Illia,"28797696",,Male,"-0.5",161.032502741059
Presidente Arturo Umberto Illia,"28797698",,Male,"-0.5",154.262589920852
Presidente Arturo Umberto Illia,"28797701",,Male,"-0.5",516.886199641947
Fray Mamerto Esquiu,"28797712",,Male,"-0.5",399.225492838542
Coronel Burela,"28797715",,Male,"-0.5",181.962159613188
Juan B. Justo,"28797717",,Male,"-0.99",440.064086451976
Teniente Coronel Bueras,"28797729",,Male,"-0.5",312.103876116598
Teniente Coronel Bueras,"28797761",,Male,"-0.5",197.137135225757
Blanco Encalada,"28797767",,Male,"-0.45",404.572307801921
Hipólito Bouchard,"28797778",,Male,"-1.0",320.320954588338
Juan Darquier,"28808691",,Male,"-0.99",110.960590630123
Gascón,"28808706",,Male,"-0.5",84.3397296782449
Marcelino Galindez,"28808741",,Male,"-0.5",131.575736608628
General Pico,"28808755",,Male,"-0.5",129.853773823524
Magdalena,"28809254",,Female,"1.0",343.47147769479
Coronel Méndez,"28809269",,Male,"-1.0",585.557175207495
Coronel Albariños,"28809281",,Male,"-1.0",1501.79984340033
Coronel Allende,"28809287",,Male,"-1.0",1478.55731594115
Álvar Núñez,"28809288",,Male,"-1.0",46.2925308021124
General Carlos M. de Alvear,"28809292",,Male,"-0.5",105.156262546926
Magdalena,"28809296",,Female,"1.0",24.5560105643517
Félix de Álzaga,"28809303",,Male,"-0.49",396.433257552297
Onofre,"28809358",,Male,"-1.0",118.602392108203
Esteban Echeverría,"28811264",,Male,"-0.5",179.632093066887
Ana María Janer,"28824453",https://es.wikipedia.org/wiki/Anna_Maria_Janer_i_Anglarill,Female,"1.0",108.454925613002
Lino Lagos,"28824455",,Male,"-0.5",132.229337529447
San José,"28824456",,Male,"-0.5",217.752804498233
General Nazar,"28824459",,Male,"-0.49",253.853654882879
Coronel Cárdenas,"28824460",,Male,"-1.0",228.701645406308
Juan Antonio Toll,"28824461",,Male,"-0.5",108.471125847849
Isabel La Católica,"28824464",https://es.wikipedia.org/wiki/Isabel_I_de_Castilla,Female,"0.99",350.972623470893
General Pinedo,"28824468",,Male,"-0.5",673.78084856209
San José,"28824469",,Male,"-0.5",53.7256804945202
Félix de Álzaga,"28824956",,Male,"-0.49",332.907872921571
Dip. Nac. Domingo Purita,"28824959",,Male,"-0.46",660.388042596891
Dirk Kloosterman,"28824961",,Male,"-0.5",281.990480006452
Coronel Chilavert,"28824964",,Male,"-1.0",96.5664501993208
Coronel Rondeau,"28824980",,Male,"-1.0",172.949858533435
José Álvarez Condarco,"28824987",,Male,"-0.3",147.859135466937
Manuel Corvalán,"28824990",,Male,"-0.5",322.835710082852
Dip. Nac. Domingo Purita,"28825051",,Male,"-0.46",584.368131664267
Coronel Chilavert,"28825054",,Male,"-1.0",40.6270637836112
Dirk Kloosterman,"28825055",,Male,"-0.5",280.74676729937
San Carlos,"28825062",,Male,"-0.46",373.092946934135
Presidente Raul Alfonsín,"28826342",,Male,"-1.0",273.78967674148
Avenida General Paz,"28826418",,Male,"-0.39",540.192597322191
Avenida General Paz,"28826426",,Male,"-0.39",312.322435713592
Coronel Pringles,"28826434",,Male,"-1.0",340.243299753815
General Guido,"28826490",,Male,"-0.5",574.284469446875
Sargento Cabral,"28826508",,Male,"-0.5",754.765931815853
San Juan,"28826514",,Male,"-0.5",834.894482848519
Saavedra,"28832866",,Male,"-0.5",155.241076433157
Coronel Cárdenas,"28833771",,Male,"-1.0",832.216606236908
Ana María Janer,"28833776",https://es.wikipedia.org/wiki/Anna_Maria_Janer_i_Anglarill,Female,"1.0",309.445047088564
Marcos Sastre,"28833778",,Male,"-0.5",414.375011514032
Moctezuma,"28833779",,Male,"-0.44",207.122745185062
Elías Galván,"28833781",,Male,"-0.5",196.891215979106
Coronel Fonrouge,"28833783",,Male,"-0.5",730.633306887657
Coronel Forest,"28833784",,Male,"-0.47",252.751352171013
General Nazar,"28833788",,Male,"-0.49",1454.46526448211
Guillermo Hudson,"28833790",,Male,"-0.5",581.572843620712
Nicanor Montenegro,"28833791",,Male,"-0.99",581.202041624667
Martiniano Leguizamón,"28833792",,Male,"-0.5",257.975488168817
Luis José Chorroarín,"28833793",,Male,"-0.5",583.140667026497
Pedro Maciel,"28833794",,Male,"-1.0",242.136087930061
Bonifacio Ramos,"28833795",,Male,"-0.98",258.828594573152
Pedro Zanni,"28833798",,Male,"-1.0",425.974458647088
Lino Lagos,"28833800",,Male,"-0.5",1082.36299960733
Esteban de Luca,"28833801",,Male,"-0.5",472.002149984327
San José,"28833807",,Male,"-0.5",1225.27412983662
General Nazar,"28833809",,Male,"-0.49",1037.41091199208
Coronel Superí,"28833826",,Male,"-1.0",466.529009570162
Avenida Manuel Victorica,"28833830",,Male,"-0.5",431.813411314227
General Nazar,"28833832",,Male,"-0.49",12.5063892403897
General Nazar,"28833833",,Male,"-0.49",106.693291252582
Luis Guanella,"28833838",,Male,"-0.5",76.9979532237743
General Nazar,"28833840",,Male,"-0.49",30.4337837415077
Coronel Somellera,"28833843",,Male,"-0.5",82.6385217039979
Luis Guanella,"28833844",,Male,"-0.5",78.0192872196957
Luis Guanella,"28833845",,Male,"-0.5",127.837856125151
Luis Guanella,"28833846",,Male,"-0.5",928.120179017166
Juan Cristóbal Campion,"28833847",,Male,"-0.99",37.1772798495489
José Alico,"28833848",,Male,"-0.3",1742.47426511809
Pastor Lacasa,"28833856",,Male,"-0.5",485.557381923468
General José María Pirán,"28833858",,Male,"-0.37",1594.91007218465
Manuel Altolaguirre,"28833859",,Male,"-0.5",1271.77065961877
Avenida Monseñor Rodolfo Bufano,"28833861",,Male,"-0.5",391.637910942775
Monseñor Rodolfo Bufano,"28833863",,Male,"-0.5",133.693861914396
Avenida Intendente Esteban Crovara,"28833864",,Male,"-0.5",629.221400974399
Coronel Superí,"28833871",,Male,"-1.0",162.543245777542
Coronel Jorge,"28833872",,Male,"-0.5",225.19864742071
Crucero General Belgrano,"28885267",,Male,"-0.5",470.243935995347
Atahualpa,"28885269",,Male,"-0.5",218.457277443105
José Antonio Miralla,"28885271",,Male,"-0.46",359.639670561857
Alberti,"28885318",,Male,"-1.0",70.8107995927399
Atahualpa,"28885320",,Male,"-0.5",308.507825416993
San Pedro,"28885321",,Male,"-0.25",632.37256454892
Teniente Coronel Magán,"28888549",,Male,"-0.5",162.345733020059
Doctor José Gálvez,"28888623",,Male,"-0.33",203.336536099906
República del Líbano,"28888626",,Male,"-0.37",1561.6385860593
Elizalde,"28888629",,Male,"-0.5",884.615269744795
General Güemes,"28888632",,Male,"-0.5",12.7936690161146
Florencio Varela,"28888634",,Male,"-0.5",1597.35841546921
Pasaje General De Pinedo,"28888643",,Male,"-0.48",443.457401417431
General Arenales,"28888653",,Male,"-1.0",442.925132319319
General Arenales,"28888655",,Male,"-1.0",204.381301248166
Coronel Larrazábal,"28888657",,Male,"-0.5",457.383811240862
Sargento Cabral,"28925715",,Male,"-0.5",348.807123149941
General Hornos,"28932018",,Male,"-0.5",120.488474767201
Newton,"28932150",,Male,"-0.5",368.730316928531
José Martín de la Serna,"28948596",,Male,"-0.3",119.706413207898
General Paz,"28948601",,Male,"-0.39",880.506639502359
Coronel Casacuberta,"28948607",,Male,"-0.5",815.15346210138
Coronel Casacuberta,"28948608",,Male,"-0.5",241.59103776941
General Heredia,"28948612",,Male,"-0.5",492.326916105595
Teniente Coronel Lafuente,"28948621",,Male,"-0.5",47.3601949396262
Comandante Lucena,"28949139",,Male,"-1.0",44.851863493379
Coronel Casacuberta,"28949147",,Male,"-0.5",246.448419640003
General Ferré,"28949152",,Male,"-0.5",331.649716353831
Santa Elena,"28949153",https://es.wikipedia.org/wiki/Helena_de_Constantinopla,Female,"1.0",264.624610111779
General Acha,"28949154",,Male,"-0.47",324.615441600148
Santa Elena,"28949159",https://es.wikipedia.org/wiki/Helena_de_Constantinopla,Female,"1.0",114.911075549
General Acha,"28949162",,Male,"-0.47",229.75994008234
Gowland,"29061970",,Male,"-1.0",131.204741840403
Esteban Echeverría,"29061973",,Male,"-0.5",178.760920609078
Salcedo,"29061981",,Male,"-0.5",364.359234600971
General Arias,"29061985",,Male,"-0.5",237.037616029745
General Cerri,"29061988",,Male,"-1.0",85.1699968634909
Victor Hugo,"29061989",,Male,"-1.0",254.161535312071
Dip. Nac. Domingo Purita,"29061995",,Male,"-0.46",162.7755650947
Paul Groussac,"29062000",,Male,"-0.5",191.138724358369
Mejico,"29062022",,Male,"-0.5",232.902218552227
Coronel Diaz,"29081042",,Male,"-0.73",186.628620268091
General Pinto,"29081160",,Male,"-0.5",1120.44120119293
Avenida Valentin Alsina,"29094088",,Male,"-0.67",14.8693555166797
Francisco Acuña de Figueroa,"29094526",,Male,"-0.5",78.1247533660309
General Guido,"29170420",,Male,"-0.5",913.619896420654
Manuel Quintana,"29170440",,Male,"-0.5",124.423682912487
Coronel Teodoro García,"29170445",,Male,"-0.5",16.0676250917277
Pedro Morán,"29170501",,Male,"-0.5",280.310075571708
Avenida General Enrique Mosconi,"29171023",,Male,"-0.5",392.801258708248
Alfredo Lorenzo Palacios,"29171028",,Male,"-1.0",479.969174383201
Sargento Cabral,"29193975",,Male,"-0.5",54.2562409220613
Amancio Alcorta,"29193976",,Male,"-0.5",249.543391177627
General Juan Gregorio de las Heras,"29193977",,Male,"-0.5",105.555235903409
Acevedo,"29193978",,Male,"-0.5",341.436427931489
Salcedo,"29193983",,Male,"-0.5",732.731145661273
Coronel Sayos,"29193990",,Male,"-1.0",220.680263799131
General Hornos,"29193997",,Male,"-0.5",173.71182964806
O' Gorman,"29194011",,Male,"-0.5",393.21478693281
Colón,"29194021",,Male,"-0.5",272.005800822258
Carlos Tejedor,"29194022",,Male,"-0.99",353.758907139659
Acevedo,"29194023",,Male,"-0.5",786.656556896413
General Juan Gregorio de las Heras,"29194024",,Male,"-0.5",784.823070782787
Amancio Alcorta,"29194026",,Male,"-0.5",783.181187301408
Sargento Cabral,"29194027",,Male,"-0.5",785.225482837529
Almirante Brown,"29194033",,Male,"-0.49",215.79723289963
Avenida General San Martín,"29194037",,Male,"-0.44",58.3911052372462
Avenida General San Martín,"29194039",,Male,"-0.44",678.001362971163
Avenida Brigadier General Juan Manuel de Rosas,"29194042",,Male,"-0.5",22.7598549155255
Avenida Intendente Esteban Crovara,"29194047",,Male,"-0.5",92.2172561596392
Avenida Intendente Esteban Crovara,"29194050",,Male,"-0.5",755.745027147067
Sáenz Peña,"29194052",,Male,"-1.0",393.225237623716
Manuel Quintana,"29194056",,Male,"-0.5",3.71116311535036
Manuel Quintana,"29194057",,Male,"-0.5",14.8544758294769
O' Gorman,"29194058",,Male,"-0.5",235.269055955349
Lisandro de la Torre,"29194061",,Male,"-0.46",83.7744292098312
Lisandro de la Torre,"29194063",,Male,"-0.46",604.095087295107
Alfredo Lorenzo Palacios,"29194064",,Male,"-1.0",120.228294308503
Alfredo Lorenzo Palacios,"29194065",,Male,"-1.0",825.651007134982
Alfredo Lorenzo Palacios,"29194066",,Male,"-1.0",575.129640919074
Alfredo Lorenzo Palacios,"29194067",,Male,"-1.0",483.387786535494
Avenida General Paz,"29195885",,Male,"-0.39",123.098828839031
Avenida General Paz,"29195887",,Male,"-0.39",744.208873103407
Alicia Moreau de Justo,"29195889",https://es.wikipedia.org/wiki/Alicia_Moreau_de_Justo,Female,"1.0",269.580597768343
Alicia Moreau de Justo,"29195890",https://es.wikipedia.org/wiki/Alicia_Moreau_de_Justo,Female,"1.0",132.035092655019
Monroe,"29195895",,Male,"-0.45",165.282982437967
General O'Brien,"29195909",,Male,"-0.5",177.791691035295
General Hornos,"29195914",,Male,"-0.5",409.501866414196
Blanco Encalada,"29195922",,Male,"-0.45",25.8817861874411
Alicia Moreau de Justo,"29195925",https://es.wikipedia.org/wiki/Alicia_Moreau_de_Justo,Female,"1.0",286.034248859778
Colón,"29196104",,Male,"-0.5",482.182187327918
Coronel Fraga,"29196206",,Male,"-0.5",244.920991340551
Pasaje Lautaro,"29196364",,Male,"-0.5",166.07346781772
Ventura Bosch,"29196365",,Male,"-0.54",131.255709577698
Avenida General Paz,"29196366",,Male,"-0.39",82.9972472601075
Manuel Quintana,"29196368",,Male,"-0.5",1327.68705138874
Sargento Cabral,"29196371",,Male,"-0.5",245.58853074668
General Pintos,"29196714",,Male,"-0.5",395.079707379463
Benito Álvarez,"29196720",,Male,"-0.5",231.869256581097
Bustamante,"29196721",,Male,"-0.5",181.001111212662
Coronel Suárez,"29196735",,Male,"-1.0",343.311982287686
Avenida Intendente Esteban Crovara,"29196737",,Male,"-0.5",327.822622210616
Avenida Eva Perón,"29196738",https://es.wikipedia.org/wiki/Eva_Per%C3%B3n,Female,"1.0",117.7840853255
Avenida Intendente Esteban Crovara,"29196739",,Male,"-0.5",18.5344643660377
Avenida General San Martín,"29196748",,Male,"-0.44",928.714364186925
Coronel Suárez,"29196752",,Male,"-1.0",358.632868901443
Coronel Suárez,"29196754",,Male,"-1.0",180.81376690944
General Pedernera,"29197340",,Male,"-0.5",345.553255543671
General Pico,"29197343",,Male,"-0.5",1062.49470049003
General Pintos,"29197347",,Male,"-0.5",97.1210587750427
King,"29197348",,Male,"-0.5",233.371202337756
Blanco Encalada,"29197351",,Male,"-0.45",121.635130798211
Coronel Domínguez,"29197352",,Male,"-0.5",79.0550352498868
Mariquita Sánchez de Thompson,"29197354",https://es.wikipedia.org/wiki/Mar%C3%ADa_S%C3%A1nchez_de_Thompson,Female,"0.84",540.595552165019
Pedro M. De Aráoz,"29197359",,Male,"-0.5",88.3796795126166
Aguero,"29197360",,Male,"-0.5",160.946051066368
Benito Álvarez,"29197362",,Male,"-0.5",315.095678742059
General Iriarte,"29197364",,Male,"-0.5",134.11933401418
General Deheza,"29197368",,Male,"-0.5",310.399004295107
Bustamante,"29197370",,Male,"-0.5",228.005711872456
General Iriarte,"29197680",,Male,"-0.5",76.8961537044306
Rosetti,"29197681",,Male,"-0.5",574.35610821226
Agüero,"29197684",,Male,"-0.5",42.8769468027499
Mariquita Sánchez de Thompson,"29197686",https://es.wikipedia.org/wiki/Mar%C3%ADa_S%C3%A1nchez_de_Thompson,Female,"0.84",379.848972318769
Coronel Domínguez,"29197687",,Male,"-0.5",317.989675601607
Blanco Encalada,"29197688",,Male,"-0.45",294.767559030871
Avenida General San Martín,"29197691",,Male,"-0.44",396.452526552339
General Pico,"29197695",,Male,"-0.5",579.429484296502
General Pedernera,"29197698",,Male,"-0.5",75.9433560421716
Esteban de Luca,"29197705",,Male,"-0.5",690.684158598153
Donovan,"29197709",,Male,"-0.5",147.821216203245
Pastor Lacasa,"29197710",,Male,"-0.5",154.432160152054
Evita,"29197719",https://es.wikipedia.org/wiki/Eva_Per%C3%B3n,Female,"1.0",2081.41420138549
Benito Álvarez,"29197720",,Male,"-0.5",148.060829499793
Benito Álvarez,"29197721",,Male,"-0.5",176.427290812219
Coronel Domínguez,"29197723",,Male,"-0.5",174.612860185648
Mariquita Sanchez de Thompson,"29197724",https://es.wikipedia.org/wiki/Mar%C3%ADa_S%C3%A1nchez_de_Thompson,Female,"0.33",436.983011049503
Teniente General Giribone,"29197725",,Male,"-0.5",174.552457445567
Avenida General San Martín,"29197728",,Male,"-0.44",681.051889891924
José Alico,"29336075",,Male,"-0.3",720.032612868535
Donovan,"29336083",,Male,"-0.5",309.934568513188
Juan Thorne,"29336087",,Male,"-0.99",43.2055425796482
Soldado Julio Cao,"29336092",,Male,"-0.5",173.515187144342
Soldado C. Granic,"29336093",,Male,"-0.5",110.463143185793
Soldado Garcia Cañete,"29336095",,Male,"-0.45",338.999689611056
Avenida General San Martín,"29336145",,Male,"-0.44",34.7727687092869
Domingo Millán,"29336256",,Male,"-1.0",2072.04897277067
Pedro De Mendoza,"29336257",,Male,"-0.5",231.943472323329
Pedro De Mendoza,"29336258",,Male,"-0.5",1211.52220707022
Pedro De Mendoza,"29336259",,Male,"-0.5",117.426108557419
Mariquita Sanchez de Thompson,"29336261",https://es.wikipedia.org/wiki/Mar%C3%ADa_S%C3%A1nchez_de_Thompson,Female,"0.33",301.702030240511
Rodríguez Peña,"29379241",,Male,"-1.0",211.119487823268
Adolfo Bioy Casares,"29382722",,Male,"-1.0",128.539025295162
Avenida Alvear,"29382792",,Male,"-0.5",653.916735617542
Avenida Presidente Quintana,"29382793",,Male,"-1.0",254.079494958374
Coronel Olazábal,"30089308",,Male,"-0.5",171.253117828433
Lincoln,"30089310",,Male,"-0.49",287.928254423881
Agüero,"30089311",,Male,"-0.5",310.186172082709
Martiniano Leguizamón,"30089318",,Male,"-0.5",455.236704947756
Montenegro,"30089320",,Male,"-0.5",465.049953032754
Coronel Superí,"30089330",,Male,"-1.0",364.185357872836
Hipólito Vieytes,"30089331",,Male,"-0.5",290.382797428901
Avenida Intendente Esteban Crovara,"30089334",,Male,"-0.5",283.044961287641
Guillermo Hudson,"30089335",,Male,"-0.5",1124.95092835691
Donovan,"30089341",,Male,"-0.5",343.29573758909
Víctor Hugo,"30096581",,Male,"-1.0",40.321366464802
Moliere,"30096626",,Male,"-0.5",44.8275549779002
Virgilio,"30096633",,Male,"-1.0",45.4506432378867
Avenida Juan Bautista Justo,"30096968",,Male,"-0.99",372.657197439875
Alejandro Magariños Cervantes,"30097005",,Male,"-1.0",139.78483550471
Avenida Juan Bautista Justo,"30097089",,Male,"-0.99",99.7618734349272
Coronel Ramón Lorenzo Falcón,"30097821",,Male,"-0.5",305.306472328442
Dean Funes,"30179555",,Male,"-0.48",716.375673360176
Leandro Alem,"30179556",,Male,"-1.0",520.991352099418
Simón Bolívar,"30179558",,Male,"-0.5",156.331150808196
Antonio Malaver,"30179559",,Male,"-0.5",631.597553989915
Esmeralda,"30179560",,Female,"0.99",1282.54036432683
Avenida Ortiz de Ocampo,"30559899",,Male,"-0.5",86.3899131741661
Avenida Presidente Sarmiento,"30566319",,Male,"-1.0",13.1535695092754
Avenida Presidente Figueroa Alcorta,"30567311",,Male,"-1.0",97.5213217000585
Avenida Presidente Figueroa Alcorta,"30567315",,Male,"-1.0",129.188689286319
Avenida Presidente Sarmiento,"30567320",,Male,"-1.0",37.2604994188655
Avenida Presidente Sarmiento,"30567323",,Male,"-1.0",247.954856885846
General Rivas,"31234356",,Male,"-0.5",420.868762278673
Ricardo Gutiérrez Norte,"31234614",,Male,"-1.0",40.9364043847325
Zamudio,"31245044",,Male,"-0.5",232.331534899004
Blas Parera,"31533509",,Male,"-0.5",333.697761108964
Tomás Manuel de Anchorena,"31662657",,Male,"-0.5",121.545887338414
Avenida General Paz,"31781704",,Male,"-0.39",169.3585901153
Avenida General Paz,"31781709",,Male,"-0.39",70.7184922331816
Avenida General Paz,"31781710",,Male,"-0.39",53.8727468031732
Monseñor Agustín Piaggio,"32295875",,Male,"-0.5",343.327967576436
Pedro de Mendoza,"32295925",,Male,"-0.5",427.468533531799
Díaz Vélez,"32295933",,Male,"-1.0",136.35915673326
Doctor Héctor Sande,"32296327",,Male,"-0.5",125.916581517427
Pasaje Berro,"32296331",,Male,"-0.5",145.816115340638
Monseñor Ayrolo,"32296345",,Male,"-0.5",239.846374065689
Coronel Llorente,"32296398",,Male,"-1.0",145.888626281319
Coronel Riaño,"32296450",,Male,"-1.0",140.03680197934
Hernán Cortés,"32296507",,Male,"-0.5",110.473637524457
General Argañaraz,"32296585",,Male,"-0.5",660.969357549349
Coronel Estibau,"32296668",,Male,"-1.0",312.379661634352
Coronel Espora,"32296669",,Male,"-0.5",182.856844505649
General Zamudio,"32296670",,Male,"-0.5",71.2024593784531
Coronel Estomba,"32296673",,Male,"-0.5",283.582445928331
General Escalada,"32296676",,Male,"-0.5",294.320935333922
Coronel Espora,"32296677",,Male,"-0.5",277.622572433622
Juan José Paso,"32336410",,Male,"-1.0",309.260218625778
Coronel Brandsen,"32336414",,Male,"-0.5",121.204561380416
Coronel Brandsen,"32336417",,Male,"-0.5",532.550855795651
Juan Bautista Alberdi,"32336422",,Male,"-0.99",125.515580109233
General Güemes,"32336424",,Male,"-0.5",126.420101776087
Coronel Lacarra,"32336425",,Male,"-0.5",41.5957220274281
General Güemes,"32336426",,Male,"-0.5",3.24031842714072
Coronel Dorrego,"32336429",,Male,"-1.0",374.249921805902
Intendente Manuel Beguiristain,"32336440",,Male,"-0.5",133.619652704998
Cervantes,"32336452",,Male,"-0.5",304.716157219573
Pastor Obligado,"32336456",,Male,"-0.5",442.280325110111
Elizalde,"32336463",,Male,"-0.5",428.247332600045
General Lemos,"32336467",,Male,"-0.5",421.788644603799
General Luis María Campos,"32336473",,Male,"-0.49",541.641703458489
Coronel Dorrego,"32336481",,Male,"-1.0",322.375965117306
Elizalde,"32336499",,Male,"-0.5",207.30261337658
General O'Higgins,"32336504",,Male,"-0.5",273.53093895121
José Manuel Estrada,"32336508",,Male,"-0.45",754.933526566874
General Escalada,"32336509",,Male,"-0.5",150.631163029778
José Ingenieros,"32899515",,Male,"-0.3",285.89905929183
Almirante Solier,"32921401",,Male,"-0.5",386.9256634168
Elizalde,"32921412",,Male,"-0.5",208.999829087806
Avenida Manuel Ocampo,"32921415",,Male,"-0.5",244.77287287148
General Lafayette,"32921427",,Male,"-0.5",79.0253517387972
Doctor Salvador Debenedetti,"32921437",,Male,"-1.0",446.069963311545
Almirante Cordero,"32921441",,Male,"-0.49",98.689433408957
General Villegas,"32921467",,Male,"-0.5",134.863678811883
Fray Justo Sarmiento,"32948580",,Male,"-0.5",71.5775893122039
Juan B Justo,"32948581",,Male,"-0.99",643.791859655485
Francisco Beiró,"32948583",,Male,"-0.5",351.941966139609
Ignacio Warnes,"32948584",,Male,"-1.0",1090.76908706685
Francisco Beiró,"32948667",,Male,"-0.5",640.575952904705
Santa Rosa,"32948671",https://es.wikipedia.org/wiki/Rosa_de_Lima_(santa),Female,"0.98",718.984458127077
Francisco Beiró,"32948672",,Male,"-0.5",359.63932571182
José Marmol,"32948673",,Male,"-0.3",123.476341088586
General Lavalle,"32948674",,Male,"-0.5",18.9785523566956
Bernardo de Irigoyen,"32948675",,Male,"-0.5",363.935382738612
Ignacio Warnes,"32948679",,Male,"-1.0",489.023193243104
Esmeralda,"32948682",,Female,"0.99",595.619693275399
General B. O'Higgins,"32948684",,Male,"-0.45",864.422931534375
General Justo Jose de Urquiza,"32948687",,Male,"-0.5",742.712318178697
Fray Justo Sarmiento,"32948689",,Male,"-0.5",814.119453766118
Esmeralda,"32948691",,Female,"0.99",184.474302694566
Francisco Beiró,"32949163",,Male,"-0.5",26.3693815736967
Estanislao del Campo,"32949173",,Male,"-0.49",649.320713919197
Roque Sáenz Peña,"33010453",,Male,"-0.5",792.343729968088
Ingeniero Guillermo Marconi,"33658330",,Male,"-0.5",297.865037961483
Virgilio,"35608971",,Male,"-1.0",166.944576998327
Virgilio,"35608972",,Male,"-1.0",25.7141600409543
Juan Zufriategui,"36102360",,Male,"-0.99",144.311939258455
General Juan Lavalle,"36108594",,Male,"-0.5",101.480598894469
Martín J. Haedo,"36108596",,Male,"-0.47",803.524677647315
Lisandro de la Torre,"36108597",,Male,"-0.46",407.411622302213
Ángel Monasterio,"36108598",,Male,"-1.0",343.580881635866
Gobernador Valentín Vergara,"36108602",,Male,"-0.5",40.2513428824607
Lisandro de la Torre,"36108605",,Male,"-0.46",841.225705783944
Ángel Monasterio,"36108606",,Male,"-1.0",67.9518620405358
Eduardo Madero,"36108608",,Male,"-1.0",184.755571790424
Gaspar Campos,"36108609",,Male,"-0.5",854.146006491613
Doctor José Penna,"36112106",,Male,"-0.33",192.056893226268
Joaquín V. González,"36112107",,Male,"-0.46",241.848040729734
Gaspar Campos,"36112108",,Male,"-0.5",102.120289916531
Federico Bardi,"36112109",,Male,"-0.5",423.524011577793
Hipólito Vieytes,"37417493",,Male,"-0.5",89.2718467742794
Hipólito Vieytes,"37417494",,Male,"-0.5",41.7092088650983
Santa María del Buen Aire,"37417495",https://es.wikipedia.org/wiki/Nuestra_Se%C3%B1ora_del_Buen_Aire,Female,"0.81",146.798047363694
Filiberto,"37419437",,Male,"-0.5",87.5686795596757
Pereyra,"37434174",,Male,"-0.5",130.443695343037
Demaría,"37857146",,Male,"-1.0",82.1959555873302
Andrés Arguibel,"37857151",,Male,"-0.5",46.641987681433
Arévalo,"37857152",,Male,"-0.5",68.2677549796367
El Salvador,"37870772",,Male,"-0.96",88.3245836438013
Avenida Juan Bautista Justo,"37871801",,Male,"-0.99",152.812448208237
Fitz Roy,"37872527",,Male,"-1.0",75.3477237721552
Jorge Newbery,"37872528",,Male,"-1.0",196.712153719086
Santos Dumont,"37872558",,Male,"-0.33",549.250197420742
Guevara,"37872585",,Male,"-0.5",149.676521345703
Avenida Elvira Rawson de Dellepiane,"37888205",https://es.wikipedia.org/wiki/Elvira_Rawson,Female,"1.0",9.2683022625914
Avenida Elvira Rawson de Dellepiane,"37888206",https://es.wikipedia.org/wiki/Elvira_Rawson,Female,"1.0",83.7237839047744
Aguirre,"37935983",,Male,"-0.5",102.123363106393
Zapata,"37937450",,Male,"-0.5",333.475245113844
Concepción Arenal,"37937451",https://es.wikipedia.org/wiki/Concepci%C3%B3n_Arenal,Female,"0.97",97.4681069997204
Virrey Del Pino,"37938167",,Male,"-0.35",350.654498872837
Crámer,"37938169",,Male,"-0.5",199.885392143904
Avenida Don Pedro de Mendoza,"37949959",,Male,"-0.49",139.945412476907
Palos,"37949961",,Male,"-0.5",51.0615372753317
Coronel de Marina Tomás Espora,"37949962",,Male,"-1.0",432.180472203791
Martín Rodríguez,"37950111",,Male,"-0.5",228.076880328608
Garibaldi,"37951274",,Male,"-0.5",212.91665061744
Gaspar Melchor Jovellanos,"37952532",,Male,"-0.5",224.831682715903
Mariscal Antonio José de Sucre,"38036237",,Male,"-0.5",8.20026756822437
Mariscal Antonio José de Sucre,"38036431",,Male,"-0.5",277.625247116785
Capitán General Ramón Freire,"38036432",,Male,"-0.5",277.1721365459
Mendoza,"38036486",,Male,"-0.3",84.3399409874493
Doctor Nicolás Repetto,"38297033",,Male,"-1.0",125.151260521133
