name,id,wikipedia_link,gender,scale,length
Carrer de l'Arc de Sant Cristòfol,"22724606",,Male,,65.226320569602
Carrer de Sant Domènec de Santa Caterina,"22724977",,Male,,24.1437952410878
Passeig de Lluís Companys,"23191706",,Male,,26.7235680721164
Passeig de Sant Joan,"23191707",,Male,,106.559060171664
Passeig de Sant Joan,"23191708",,Male,,111.04145932353
Avinguda del Doctor Marañón,"23247531",,Male,,439.948008173364
Avinguda de Mistral,"23348827",,Male,,3.73066308389203
Avinguda de Mistral,"23348856",,Male,,461.706868465098
Ronda del General Mitre,"23432710",,Male,,85.8848204944239
Carrer de González Tablas,"23492230",,Male,,102.8422067269
Carrer de Jordi Girona,"23492283",,Male,,100.820841165615
Carrer d'Isaac Albèniz,"23705274",,Male,,106.022006112451
Carrer de Sanpere i Miquel,"23734514",,Male,,163.730772639823
Carrer de Rivero,"23734520",,Male,,159.113669610199
Carrer de Pere Pau,"23787998",,Male,,144.528834666453
Carrer de Fulton,"23855892",,Male,,82.4437606852264
Carrer del Mestre Serradesanferm,"23857349",,Male,,102.340994235012
Carrer de Maria Paretas,"23857350",,Female,,55.4465137620016
Carrer de Quevedo,"24040894",,Male,,165.327695439537
Carrer de Pere IV,"24220819",,Male,,41.6563650832197
Carrer del Doctor Fleming,"24793121",,Male,,362.026875563803
Carrer de Bori i Fontestà,"24793131",,Male,,244.868109659454
Plaça de Sant Gregori Taumaturg,"24793408",,Male,,196.932495571969
Carrer de Johann Sebastian Bach,"24793515",,Male,,308.145725067444
Carrer de Ricardo Villa,"24793610",,Male,,193.66163211781
Carrer de Constança,"24793733",,Female,,79.9202287161904
Carrer de Constança,"24793737",,Female,,20.466929987222
Carrer de Beethoven,"24793818",,Male,,150.027159602009
Plaça de Can Baró,"25092920",,Male,,38.1478214473378
Carrer de Josep Yxart,"25092922",,Male,,91.8020491612463
Carrer de Pablo Sáez de Barés,"25092926",,Male,,11.368854853101
Carrer del Doctor Roux,"26293919",,Male,,308.881834813716
Carrer de Dolors Monserdà,"26293954",https://es.wikipedia.org/wiki/Dolors_Monserd%C3%A0,Female,,255.589537048196
Carrer de Demestre,"26293973",,Male,,115.923692491355
Carrer de la Marquesa de Vilallonga,"26294094",,Female,,558.039657356408
Carrer del Tenor Viñas,"26434305",,Male,,154.812203482616
Carrer de Santa Engràcia,"26468361",https://es.wikipedia.org/wiki/Engracia_de_Zaragoza,Female,,399.333093547487
Via Júlia,"26468369",,Female,,62.508873385381
Via Júlia,"26468379",,Female,,386.997344647314
Carrer de Sant Francesc Xavier,"26741447",,Male,,392.009229043815
Carrer d'Arístides Maillol,"27646031",,Male,,132.357649226802
Carrer de Sant Ildefons,"29042063",,Male,,56.8173603112201
Passeig de Santa Coloma,"29380295",https://es.wikipedia.org/wiki/Columba_de_Sens,Female,,210.875099695741
Passeig de Santa Coloma,"29380297",https://es.wikipedia.org/wiki/Columba_de_Sens,Female,,46.1807685295939
Passeig de Santa Coloma,"29380304",https://es.wikipedia.org/wiki/Columba_de_Sens,Female,,15.1630171833761
Carrer del Doctor Roux,"30014649",,Male,,60.0061385238877
Carrer de Dolors Monserdà,"30014787",https://es.wikipedia.org/wiki/Dolors_Monserd%C3%A0,Female,,36.3150082731201
Carrer de les Trompetes de Jaume I,"30516622",,Male,,26.2048959356962
Baixada de Santa Clara,"30516623",https://es.wikipedia.org/wiki/Clara_de_As%C3%ADs,Female,,25.389912808472
Carrer d'Enric Barges,"30761362",,Male,,156.805020830909
Carrer de Munné,"30761671",,Male,,90.3736162719451
